path	relative_to	method	data_type	cohort	modality	source
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/Mic/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_mega/Mic	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_context/MSBB/export/summary/MSBB.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_context_finemapping	Multi	MSBB	All	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_context/ROSMAP/export/summary/ROSMAP.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_context_finemapping	Multi	ROSMAP	All	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/xqtl_only_colocboost_export_filtered.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL	ROSMAP	xQTL_only_colocalization	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/JennyE/xQTL_AD_loci_table/AD_xQTL_ROSMAP_colocboost_export_release.bed	AD_LOCI_ROOT	ColocBoost	QTL & GWAS	ROSMAP & AD	AD_xQTL_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/xqtl_only_MSBB_colocboost_export_release_sorted.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL	MSBB	xQTL_only_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/AD_xQTL_MSBB_colocboost_export_release_sorted.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL & GWAS	MSBB & AD	AD_xQTL_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/xqtl_only_KNIGHT_colocboost_export_release_sorted.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL	KNIGHT	xQTL_only_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/AD_xQTL_KNIGHT_colocboost_export_release_sorted.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL & GWAS	KNIGHT & AD	AD_xQTL_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/xqtl_only_MIGA_colocboost_export_release_sorted.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL	MIGA	xQTL_only_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/AD_xQTL_MIGA_colocboost_export_release_sorted.bed.gz	AD_LOCI_ROOT	ColocBoost	QTL & GWAS	MIGA & AD	AD_xQTL_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ColocBoost/export/summary/ad_meta_colocboost_export_filtered.bed.gz	AD_LOCI_ROOT	ColocBoost	GWAS	AD	AD_meta_colocalization	FunGen-xQTL release (Synapse syn68872650)
analysis_result/twas/export/summary/FunGen_twas.exported.bed.gz	AD_LOCI_ROOT	twas	Gene & GWAS	ROSMAP & MSBB & AD	-	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/OPC_DeJager_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	OPC_DeJager	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_gene/ROSMAP/export/summary/context_specific/ROSMAP_OPC_DeJager_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_gene_finemapping	eQTL	ROSMAP	OPC_DeJager	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_DeJager/OPC/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	snuc_DeJager/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_DeJager/OPC/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	snuc_DeJager/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_DeJager/OPC/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_DeJager/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/OPC_Kellis_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	OPC_Kellis	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_Kellis/OPC/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	snuc_Kellis/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_Kellis/OPC/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	snuc_Kellis/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_Kellis/OPC/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_Kellis/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/OPC_mega_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	OPC_mega	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_gene/ROSMAP/export/summary/context_specific/ROSMAP_OPC_mega_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_gene_finemapping	eQTL	ROSMAP	OPC_mega	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/OPC/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	snuc_mega/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/OPC/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	snuc_mega/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/OPC/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_mega/OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/Oli_DeJager_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	Oli_DeJager	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_gene/ROSMAP/export/summary/context_specific/ROSMAP_Oli_DeJager_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_gene_finemapping	eQTL	ROSMAP	Oli_DeJager	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_DeJager/Oli/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	snuc_DeJager/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_DeJager/Oli/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	snuc_DeJager/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_DeJager/Oli/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_DeJager/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/Oli_Kellis_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	Oli_Kellis	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_Kellis/Oli/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	snuc_Kellis/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_Kellis/Oli/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	snuc_Kellis/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_Kellis/Oli/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_Kellis/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/Oli_mega_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	Oli_mega	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_gene/ROSMAP/export/summary/context_specific/ROSMAP_Oli_mega_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_gene_finemapping	eQTL	ROSMAP	Oli_mega	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/Oli/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	snuc_mega/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/Oli/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	snuc_mega/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/snuc_mega/Oli/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	snuc_mega/Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_eQTL/export/summary/context_specific/PCC_DeJager_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_gene/ROSMAP/export/summary/context_specific/ROSMAP_PCC_DeJager_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_gene_finemapping	eQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/PCC/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/PCC/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/PCC/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_sQTL/LeafCutter2/export/summary/context_specific/ROSMAP_AC_sQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	sQTL	ROSMAP	AC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/finemapping_twas/fsusie/export/summary/context_specific/ROSMAP_DLPFC_haQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	haQTL	ROSMAP	DLPFC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/finemapping_twas/fsusie/export/summary/context_specific/ROSMAP_DLPFC_mQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	mQTL	ROSMAP	DLPFC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_sQTL/LeafCutter2/export/summary/context_specific/ROSMAP_DLPFC_sQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	sQTL	ROSMAP	DLPFC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_sQTL/LeafCutter2/export/summary/context_specific/ROSMAP_PCC_sQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	sQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/snatac_fsusie/top_loci/context_specific/ROSMAP_snATAC_Kelis_Ast.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	snATAC	ROSMAP	Kelis_Ast	FunGen-xQTL release (Synapse syn68872650)
analysis_result/snatac_fsusie/top_loci/context_specific/ROSMAP_snATAC_Kelis_Exc.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	snATAC	ROSMAP	Kelis_Exc	FunGen-xQTL release (Synapse syn68872650)
analysis_result/snatac_fsusie/top_loci/context_specific/ROSMAP_snATAC_Kelis_Inh.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	snATAC	ROSMAP	Kelis_Inh	FunGen-xQTL release (Synapse syn68872650)
analysis_result/snatac_fsusie/top_loci/context_specific/ROSMAP_snATAC_Kelis_Mic.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	snATAC	ROSMAP	Kelis_Mic	FunGen-xQTL release (Synapse syn68872650)
analysis_result/snatac_fsusie/top_loci/context_specific/ROSMAP_snATAC_Kelis_OPC.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	snATAC	ROSMAP	Kelis_OPC	FunGen-xQTL release (Synapse syn68872650)
analysis_result/snatac_fsusie/top_loci/context_specific/ROSMAP_snATAC_Kelis_Oli.exported.toploci.bed.gz	AD_LOCI_ROOT	fSuSiE_finemapping	snATAC	ROSMAP	Kelis_Oli	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/STARNET_eQTL/export/summary/context_specific/STARNET_eQTL_Mac.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	STARNET	Mac	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/STARNET/eQTL/LR/	AD_LOCI_ROOT	LR	eQTL	STARNET	-	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/STARNET/eQTL/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	STARNET	-	FunGen-xQTL release (Synapse syn68872650)
analysis_result/single_context/ROSMAP_pQTL/export/summary/context_specific/monocyte_ROSMAP_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	single_context_finemapping	eQTL	ROSMAP	monocyte	FunGen-xQTL release (Synapse syn68872650)
analysis_result/multi_gene/ROSMAP/export/summary/context_specific/ROSMAP_monocyte_ROSMAP_eQTL.exported.toploci.bed.gz	AD_LOCI_ROOT	multi_gene_finemapping	eQTL	ROSMAP	monocyte	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/monocyte/LR/	AD_LOCI_ROOT	LR	eQTL	ROSMAP	monocyte	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/monocyte/interaction/msex/	AD_LOCI_ROOT	msex interaction	eQTL	ROSMAP	monocyte	FunGen-xQTL release (Synapse syn68872650)
analysis_result/marginal_significant_qtl/cis_association/ROSMAP/eQTL/monocyte/interaction/APOE/	AD_LOCI_ROOT	APOE interaction	eQTL	ROSMAP	monocyte	FunGen-xQTL release (Synapse syn68872650)
analysis_result/coloc/fsusie_AD_coloc/snATAC_Kelis_AD_coloc_export_filtered.bed.gz	AD_LOCI_ROOT	Coloc	snATAC & AD	ROSMAP & AD	Kelis Celltypes	FunGen-xQTL release (Synapse syn68872650)
analysis_result/coloc/fsusie_AD_coloc/bulk_fsusie_AD_coloc_export_filtered.bed.gz	AD_LOCI_ROOT	Coloc	Bulk mQTL and haQTL & AD	ROSMAP & AD	Brain	FunGen-xQTL release (Synapse syn68872650)
analysis_result/trans/FunGen_xQTL.trans.exported.toploci.bed.gz	AD_LOCI_ROOT	trans_finemapping	eQTL & (g)pQTL	ROSMAP & Knight & MSBB & STARNET	Brain	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_single_gene_snRNA_seq/Oli_CUIMC1_eQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_single_gene_snRNA	eQTL	ROSMAP	Oli	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_single_gene_snRNA_seq/Ast_CUIMC1_eQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_single_gene_snRNA	eQTL	ROSMAP	Ast	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_single_gene_snRNA_seq/Mic_CUIMC1_eQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_single_gene_snRNA	eQTL	ROSMAP	Mic	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_single_gene_snRNA_seq/Inh_CUIMC1_eQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_single_gene_snRNA	eQTL	ROSMAP	Inh	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_single_gene_snRNA_seq/Exc_CUIMC1_eQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_single_gene_snRNA	eQTL	ROSMAP	Exc	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_single_gene_snRNA_seq/OPC_CUIMC1_eQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_single_gene_snRNA	eQTL	ROSMAP	OPC	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/Oli_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	Oli	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/Ast_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	Ast	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/Mic_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	Mic	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/Inh_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	Inh	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/Exc_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	Exc	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/OPC_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	OPC	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/AC_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	AC	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/DLPFC_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	DLPFC	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_program_transhotspot_wpc_local/PCC_CUIMC1_eQTL.transhotspot_wpc_program.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_hotspot	eQTL	ROSMAP	PCC	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_pQTL/trans_pQTL.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_pQTL	pQTL	ROSMAP	Brain	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_gpQTL/trans_gpQTL_adj.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_gpQTL	gpQTL	ROSMAP	Brain	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/trans_gpQTL/trans_gpQTL_unadj.trans.no_HF.top_loci.bed.gz	AD_LOCI_ROOT	trans_gpQTL	gpQTL	ROSMAP	Brain	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/data/sn-sQTL/major_cell_FDR_0_05.txt.gz	AD_LOCI_ROOT	LR	sQTL	ROSMAP	snuc_mega	FunGen-xQTL release (Synapse syn68872650)
analysis_result/ctwas/export/summary/FunGen_ctwas.exported.bed.gz	AD_LOCI_ROOT	cTWAS	Gene & GWAS	ROSMAP & AD	-	FunGen-xQTL release (Synapse syn68872650)
interactive_analysis/<collaborator>/export/FunGen_mr.exported.bed.gz	AD_LOCI_ROOT	MR	Gene & GWAS	ROSMAP & MSBB & AD		FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Bellenguez_2022.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Bellenguez_2022	AD_Bellenguez_2022	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Bellenguez_EADB_2022.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Bellenguez_EADB_2022	AD_Bellenguez_EADB_2022	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Bellenguez_EADI_2022.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Bellenguez_EADI_2022	AD_Bellenguez_EADI_2022	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Jansen_2021.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Jansen_2021	AD_Jansen_2021	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Kunkle_Stage1_2019.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Kunkle_Stage1_2019	AD_Kunkle_Stage1_2019	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Wightman_Excluding23andMe_2021.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Wightman_Excluding23andMe_2021	AD_Wightman_Excluding23andMe_2021	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Wightman_ExcludingUKBand23andME_2021.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Wightman_ExcludingUKBand23andME_2021	AD_Wightman_ExcludingUKBand23andME_2021	AD	FunGen-xQTL release (Synapse syn68872650)
gwas_toploci_conformed/AD_Wightman_Full_2021.gwas.top_loci.bed.gz	AD_LOCI_ROOT	AD_GWAS_finemapping	AD_Wightman_Full_2021	AD_Wightman_Full_2021	AD	FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/AC.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/adjusted_glyco.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/Ast.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/DLPFC.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/Exc.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/Inh.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/metabolomics.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/Mic.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/Oli.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/OPC.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/PCC.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
trans_toploci_transmap/protein.transmap.exported.toploci.bed.gz	AD_LOCI_ROOT	transmap				FunGen-xQTL release (Synapse syn68872650)
gwas_variants_cor0.5.csv.gz	AD_LOCI_STAGING	LD reference	variant correlations	ADSP R4 EUR		Synapse syn75082260
res_APOE_interaction_summ.csv.gz	AD_LOCI_STAGING	APOE interaction	summary			precomputed; available on request (not publicly redistributed)
res_msex_interaction_summ.csv.gz	AD_LOCI_STAGING	msex interaction	summary			precomputed; available on request (not publicly redistributed)
